videoTitle,videoCategoryId,videoViews,videoLikes,videoDislikes,videoCommentCount,channelViewCount,channelSubsCount,channelVideoCount,dayDifference,publishedZTimeFloat,publishedDayOfWeek,ageOfChannelDays,videoDurationSeconds,numberOfVideoTags
Try Not to Laugh Challenge with BLACKPINK,23,3848994,392789,5958,12092,13070501621,25200000,6005,4,4.100277778,7,5288,255,41
"Jack Harlow - WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) [Official Visualizer]",10,6295066,306586,3601,17774,59614323,354000,47,7,16.00305556,4,3772,233,26
JENNELLE'S RV BUILD: and so it begins...,22,685116,52691,974,3038,70765908,2380000,25,5,16.70527778,6,815,100,33
Animal Crossing: New Horizons Free Summer Update - Wave 1 - Nintendo Switch,20,3631769,164579,1877,16182,2254044245,6820000,4235,6,13.00666667,5,5300,100,24
Melanie Martinez - Fire Drill [Official Audio],10,3317659,582773,2062,47544,2195321978,10900000,89,5,4.001666667,6,4624,256,11
Bring Me The Horizon - Parasite Eve (Official Video),10,3973897,297222,7895,20499,827765211,1640000,63,6,19.00305556,5,2822,296,19
Tyga - Ibiza (Official Video),10,3507977,250339,4324,7289,328525962,9190000,147,5,4.003333333,6,4017,181,55
BLACKPINK - 'How You Like That' M/V (REACTION),24,850662,60496,843,2595,84089711,460000,465,5,12.12305556,6,696,849,39
Parents blame kid for their divorce | WWYD?,24,336257,16011,215,1676,1547810747,5130000,298,5,18.26138889,6,1960,427,31
Body cameras show pivotal moments in Elijah McClain case,25,200902,1488,240,4162,80470064,101000,7692,5,3.765833333,6,2322,208,4
Lil Peep - lil jeep (Official Video),10,1672018,246268,1196,13007,1817230118,6220000,65,5,4.693611111,6,2588,203,26
VOCAL COACH Justin Reacts to BLACKPINK - 'How You Like That' M/V,10,486208,27586,714,1248,73585613,514000,535,4,4.250555556,7,4254,603,14
Lil Peep - nineteen (Official Video),10,1275629,187555,745,11743,1817230118,6220000,65,5,4.695555556,6,2588,180,26
Trope Talk: Accents,27,378952,29922,141,3822,279491473,1280000,337,5,15,6,3373,888,20
VFX Artists React to Bad & Great CGi 30,24,1664377,82266,730,10049,668868885,3980000,801,4,16.00111111,7,3421,756,12
Tom Segura Keeps It High and Tight While Eating Spicy Wings | Hot Ones,26,1171484,35017,940,3727,1569780764,9020000,548,6,15.00083333,5,2315,1409,30
"Blackpink ""How You Like That"" Reaction!!!",22,571003,36620,683,1089,82183429,414000,299,4,0.107777778,7,1153,366,16
G-Eazy - Had Enough (Official Video),10,1537870,87772,2362,4075,3440600383,3800000,150,6,16.00277778,5,2259,215,34
"""""Petty girlfriend part 2""| Comedy skit",24,290900,18829,208,942,184318098,883000,140,5,18.00166667,6,1986,285,14
Sofia Richie Reacts To Kourtney Kardashian & Scott Disick Dating Rumors,24,473002,2735,215,341,1708918603,3080000,8452,6,20.32,5,3876,115,11
Introducing the All-New Ford F-150 | F-150 | Ford,2,454625,5873,483,781,152319320,2060000,480,5,0.653888889,6,5355,2607,25
"how to create the weeknd's ""blinding lights""",24,4742845,627455,1863,16055,295815522,3460000,0,7,21.08833333,5,2599,40,29
Yarmolenko scores dramatic counter-attack winner | West Ham 3-2 Chelsea | Premier League Highlights,17,1029877,17785,497,2365,982382245,2160000,3277,1,21.43611111,4,1823,177,27
Magpies continue impressive restart | Bournemouth 1-4 Newcastle | Premier League Highlights,17,551694,7709,102,848,982382245,2160000,3277,1,19.16,4,1823,171,25
Gunners thrash bottom-placed Canaries | Arsenal 4-0 Norwich | Premier League Highlights,17,847703,12833,321,1573,982382245,2160000,3277,1,19.11777778,4,1823,180,23
Dafina Zeqiri ft Ledri Vula x Lumi B - Aman,10,1379987,35041,1169,1970,136326462,120000,22,1,13.0025,4,927,169,9
LEICESTER vs CHELSEA With Mark Goldbridge LIVE,17,95337,1746,70,38,28053379,175000,723,4,17.76611111,1,1408,6999,15
Zack Knight - Love Controller / Nakhre / General (Acoustic),10,312823,30175,305,1248,355795328,2030000,122,5,9.5025,7,3378,210,12
How to NOT Buy Anime Figures | Trash Taste #4,22,937602,77646,317,6374,3148825,295000,4,6,20.00027778,6,138,4800,20
When your brain forecasts your mood,23,482689,67380,126,2768,178841884,1470000,109,3,5.831944444,2,4927,183,0
Yungen - Mane & Salah (Official Video),10,86481,5718,158,323,34401171,228000,25,6,20.00277778,6,3128,139,12
EXTREME FACE and SPIN golf wedge!,17,198133,5291,65,315,63162033,287000,1140,5,15.00777778,7,3186,991,31
"""The Room Where It Happens"" Clip | Hamilton | Disney+",1,780929,41243,401,2385,1425981057,3590000,1113,5,16.02416667,7,4244,53,0
10 Moments that won the Premier League title,17,1140517,50016,619,2679,817100684,4800000,1350,6,11.0025,6,5366,578,12
Simple Grip Change to Stop Your Slice - & Hit Driver Straight,17,125757,5767,40,584,37650722,325000,165,5,7.586388889,7,3178,678,24
Home Free - God Bless the U.S.A. (featuring Lee Greenwood and The United States Air Force Band),10,206166,13947,159,1297,360774269,1020000,186,1,17.0025,4,3996,195,0
My story,22,1151944,72119,2696,5499,38106762,974000,30,2,21.30083333,3,2953,762,25
Lil Baby - The Bigger Picture (When We All Vote x Roots Picnic Performance),10,190269,15803,243,1328,1603325504,164000,73,1,16.00416667,4,785,256,17
"2 Chainz Checks Out a $1,300 Cooler | MOST EXPENSIVEST",24,216766,6137,189,398,247477767,1600000,1597,1,20.50027778,4,1696,291,28
Jenni Rivera - Quisieran Tener Mi Lugar (Official Video),10,172927,20576,270,1573,67113110,1440000,10,0,4.0025,5,4069,197,11
Jeff Hardy beats King Corbin on behalf of The Undertaker | FRIDAY NIGHT SMACKDOWN,17,492344,8517,209,742,189058585,890000,507,5,4.29,7,278,330,28
KIDS SEE GHOSTS ANIMATED SHOW PREVIEW (2020),1,972247,45505,466,3382,964360,44100,1,6,14.00027778,6,7,124,7
Teen Wolf 9-Years Later | MTV Reunion,24,1390728,138175,432,10322,1749074812,7070000,4710,6,16.00333333,6,5336,2524,48
"Ty Dolla $ign - Ego Death (feat. Kanye West, FKA twigs & Skrillex) [Official Visualizer]",10,641217,45419,807,2541,1188666769,2960000,142,2,16.00361111,4,2709,232,27
Buju Banton - Blessed,10,174424,13757,126,887,71036514,79100,7,2,14.00388889,4,4070,293,28
NHL Draft Lottery ends with mystery team winning No. 1 pick,17,140486,1499,370,868,1035844871,1450000,46161,6,0.624166667,7,4999,84,15
Enima - Million [Clip Officiel],10,313643,9459,320,845,28978716,65500,33,8,18.0025,5,1802,223,34
Who Was The Biggest Loser Of The 2020 NHL Draft Lottery? | Instant Analysis,17,97581,1096,36,763,793867903,470000,23767,6,3.590555556,7,3754,353,13
EXPOSING TIK TOKERS DURING FOOTBALL 1ON1S! (FT. BRYCE HALL & THE SWAY BOYS),24,1445387,55724,526,2475,381517131,2630000,358,7,21.58944444,6,1855,609,32
Global Goal: Unite for Our Future | The Concert,29,772626,17390,1825,1393,278613714,953000,1582,6,20.21666667,7,4302,7434,0
VV with PP | The Big Day | Full Video | Vanitha Vijaykumar | Peter Paul,22,2412809,23175,16548,7364,43640909,534000,78,5,11.31138889,1,104,271,16
BLACKPINK - 'How You Like That' - Lisa Rhee Dance Cover,10,3269114,289744,4820,9934,284449501,2320000,434,6,11.88361111,7,2249,204,17
"This Red Switch Turns The ""Pizza Mode"" ON... (part 2)",26,372456,19446,245,1356,118239897,1420000,343,6,16.05277778,7,2667,744,5
Anime Shopping in Akihabara is a Nightmare,1,961787,73569,888,4727,356652907,2380000,221,7,20.00166667,6,5174,1084,17
Blake Shelton - Nobody But You (Duet with Gwen Stefani) (Live),10,954980,16580,402,1232,1314483245,2430000,268,7,15.00805556,6,5030,198,19
Blades hit 3 past Tottenham as Spurs fume at VAR decision | Sheff Utd 3-1 Tottenham | EPL highlights,17,722240,10669,281,2045,986666846,2160000,3279,1,19.20305556,5,1824,179,24
"""It makes no sense, this question!"" | Jurgen Klopp's full post match interview after Man City defeat",17,912168,22492,739,4943,986666846,2160000,3279,1,21.90444444,5,1824,240,18
"Deliveroo ""Millionaire"" Ham gets Bentley wrapped Silver Chrome",2,52520,1896,272,205,240950394,1550000,640,1,18.01166667,5,2362,533,10
Harris J x AJ Jung -  Kick Down The Door (Official Video),10,54406,9177,189,2158,50796,282000,1,1,17.01611111,5,2543,237,0
Saweetie - Pretty Bitch Freestyle [Official Video],10,443156,58950,717,3531,341792920,1310000,63,1,16.00388889,5,1005,160,20
"""They think Gary Neville is an easy target but I wasn't having it"" - Keane on his fight with Vieira",17,666452,13131,163,1306,9600087,46700,156,2,13.82972222,4,336,74,24
WEST HAM vs CHELSEA With Mark Goldbridge LIVE,17,168555,3876,103,219,28096520,176000,722,2,21.69361111,4,1409,7057,15
BRIGHTON vs MANCHESTER UNITED With MARK GOLDBRIDGE LIVE,17,387170,7599,226,139,316477724,729000,4460,3,21.64694444,3,2158,10791,24
GOLDBRIDGE! BRUNO MAGIC! BRIGHTON 0-3 MANCHESTER UNITED Match Reaction,17,237077,10265,256,889,316477724,729000,4460,3,22.4325,3,2158,2164,22
LIVE FA Cup Semi Final Draw Reaction with Mark Goldbridge,17,73821,2643,90,259,28096520,176000,722,5,18.88222222,1,1409,2291,15
"""I'll Eat One Of The Cups If You Do That!"" | Dragons' Den",24,143052,1570,47,590,155071993,248000,272,4,11.00222222,2,505,776,25
Dhurata Dora - Ferrari,10,4029894,64153,2939,2924,12483203,52300,2,6,12.00305556,7,204,185,6
"Virtual Pub Quiz, Saturday 27th June",24,72107,264,19,25,9099124,194000,93,6,20.49472222,7,101,6141,0
Jason Aldean - Got What I Got (Official Music Video),10,753841,17721,593,953,36083327,1820000,72,1,0.265833333,5,4841,213,7
Jamie Foxx | Ep 43 | ALL THE SMOKE Full Episode | #StayHome with SHOWTIME Basketball,17,106732,3815,119,596,55717628,342000,259,1,16.00305556,5,546,5923,35
NBA 2K21: Celebrating Kobe Bryant in the Mamba Forever Edition,17,221095,15869,336,1764,205741494,723000,990,1,14.0075,5,5083,47,0
Jhay Cortez - Dime A Ve (Official Video),10,245509,42110,472,2556,1545587819,213000,34,0,2.001944444,6,1039,216,25
Greeicy - Los Consejos (Official Video),10,965138,200232,787,7927,1170596862,801000,22,0,0.002777778,6,899,190,18
"Juventus 4-0 Lecce | Ronaldo, Dybala and Higuain Secure the Three Points | Serie A TIM",17,8275935,139950,3534,5892,1423493337,4700000,18955,7,22.60972222,6,2803,253,39
Calboy - Rounds (Official Video) ft. Fivio Foreign,10,1030043,39727,555,1609,295414999,5440,26,7,4.005277778,6,564,159,30
THE PROPOSAL,22,543625,52341,223,4316,27944355,330000,143,6,18.02444444,7,1123,257,17
I CAN'T BELIEVE I LET HIM DO THIS!!,23,638743,44535,392,1821,249798999,2450000,195,6,0.869722222,7,2992,603,26
ASMR tapping on that part of the mic which sounds really good,24,107708,4298,217,608,21617304,202000,84,1,22.00194444,6,730,1184,14
BIGFLO & Oli - INSOLENT #4,10,612146,87282,1719,5553,94366667,2760000,56,1,16.00138889,6,3098,222,13
Kaaris - Goulag (Clip officiel),10,1361132,150863,4099,10866,13856673,2760000,3,1,10.00166667,6,855,174,9
Je suis Maladroite,1,410885,103461,274,5509,4938972,622000,3,1,15.51944444,6,509,341,18
President Trump Holds a Press Briefing,25,254784,6741,985,3069,150573941,1610000,2604,2,15.2275,5,5278,1590,0
"The Weeknd - The Weeknd ft. Doja Cat ""In Your Eyes"" (Official Animated Video)",10,1984767,161464,3142,7667,9449708963,10800000,80,2,16.00194444,5,3279,261,8
Husavik - My Home Town (Official Video) | Eurovision Song Contest: The Story of Fire Saga,24,292684,9408,85,1282,327872651,1000000,1796,2,13.00055556,5,2178,220,13
"HIGHLIGHTS | Man City 4-0 Liverpool | De Bruyne, Sterling, Foden",17,3233996,51185,2269,4009,658187644,2580000,5034,2,23.04972222,5,4015,117,18
Living Together On $87K A Year In Toronto | Millennial Money,25,145784,3897,179,1193,92835604,436000,1845,2,16.08583333,5,1314,664,24
On organise un cambriolage,23,1389465,132215,1632,4496,1002098698,3340000,686,2,15.00027778,5,2967,1240,16
Lil Durk - Gucci Gucci feat. Gunna (Official Music Video),10,349042,24321,371,1144,900618707,2210000,284,2,19.0025,5,1572,176,18
G-Eazy - Back To What You Knew (Official Video),10,724770,45552,955,1649,3446115717,3800000,149,3,17.00305556,4,2262,208,21
THE TAX COLLECTOR Official Trailer (2020) Shia LeBeouf Movie,1,288729,5174,253,554,671171891,1570000,3717,3,17.34694444,4,3408,157,0
"HIGHLIGHTS | Arsenal 4-0 Norwich | Premier League | July 1, 2020",17,1162210,17651,491,959,384354076,1840000,1676,3,21.17694444,4,2587,121,28
West Ham 3-2 Chelsea | Premier League Highlights,17,1751960,18849,1723,2099,325515253,1880000,3067,3,23.185,4,5240,133,32
The Interview - August Alsina and Angela Yee,10,1969384,48804,1336,10675,202868468,2260000,137,4,22.50111111,3,4779,4097,0
Will Otis Walk Again? | Chicago Fire,24,129796,3366,61,219,485781865,571000,426,3,15.50083333,4,996,417,33
Fernandes & Greenwood strike in Brighton win | Brighton 0-3 Manchester United | Highlights,17,2857253,57239,1091,2456,456204529,3000000,1550,4,23.25,3,928,185,31
This One Is For You (My Last Video),26,851886,44694,873,4668,387998327,3610000,755,4,20.90055556,3,3906,2906,0
What have I done?!,22,160913,11638,177,1475,13542004,172000,140,3,13.43583333,4,1727,556,17
CMA Summer Stay-Cay presented by Budweiser Nitro Gold,10,171486,1440,209,69,30408886,62900,884,2,3.210833333,5,4700,19349,0
16 METHODES anti PIRATAGE dans les JEUX VIDEO #2,20,188389,17523,251,1544,123487502,502000,289,3,11.50111111,4,2006,658,3
"Stephen A. ""heated"" Giannis: Pandemic makes winning NBA title tougher | ESPN First Take",17,137290,977,69,332,15469971,0,361,2,14.81944444,5,234,649,24
Quando Rondo - Depression [Official Music Video],10,1103397,81466,909,2432,466068254,1280000,96,4,17.0025,3,911,166,16
Building a Lego-powered Submarine 2.0 - magnetic couplings,28,1585263,80166,472,3448,139183910,796000,30,4,14.21444444,3,941,374,7
Living Off-Grid on a Tiny House Homestead for 6 Years,26,1176048,31437,305,1474,181581853,1410000,255,6,16.88777778,1,2141,863,57
Bored in the USA - Bruce Springsteen Parody,23,156347,6320,74,552,154402067,533000,548,5,11.00861111,2,3224,227,31
How the Mavericks fell from world champions to the team nobody wanted to join,17,393477,11872,448,1651,315219069,914000,3488,6,16.0125,1,4794,868,25
Vocal Coach Reacts to BLACKPINK - How You Like That,10,372275,22552,995,3125,304707591,2330000,267,6,17.75111111,1,1835,406,19
Joueur du grenier - MISSION IMPOSSIBLE,23,1558040,157118,1386,9686,811380310,3440000,134,7,16.03611111,7,3931,1361,7
The Weirdest Laugh of All Time - Key & Peele,23,591629,20330,361,1271,1009660946,2390000,178,5,20.00027778,2,549,258,21
The NBA Is BACK - And So Is The Eastern Conference,17,201760,5618,135,1013,230198346,764000,1952,7,17.01972222,7,3894,616,16
Digga D - Woi (Official Video),22,913476,56196,1804,5770,2873591,32900,11,2,18.00305556,5,594,204,11
Sancho Agrees Terms? Man Utd Transfer News,24,224917,8113,269,627,317091681,733000,4466,1,20.46194444,6,2159,2582,26
Deno ft. #OFB (Bandokay & Double Lz) - Circles [Music Video] | GRM Daily,10,895171,68612,1083,4990,3326241038,3050000,8980,2,18.00305556,5,3236,180,8
AJ Tracey & Mabel - West Ten,10,596422,49926,486,2393,126425523,354000,24,2,18.50305556,5,1656,218,49
I Finally Asked Dixie To Be My Girlfriend!,24,1459762,141469,1296,5768,16087230,628000,15,2,18.67444444,5,659,393,0
Who impressed in F1's first track action since the Lockdown? | P1 | Austrian GP,24,81693,1118,38,274,37740450,148000,344,1,11.86944444,6,718,284,23
SL - Little Bird (Official Music Video),10,341175,35948,460,1566,24695798,135000,8,2,19.0025,5,892,136,0
Hundreds arrested as police crack phone messaging service used by organised criminals,25,139091,1831,136,1197,708441269,1370000,10814,2,18.89722222,5,5113,419,15
"Goodbye Extensions, Hello Mark",22,496364,23818,280,316,866248205,4810000,565,2,15.61416667,5,2860,2538,12
KIDA x MOZZIK - PP,10,3360878,117039,2571,7572,116037037,150000,5,2,22.00277778,5,514,391,0
Man City thrash champions Liverpool 4-0! | Manchester City 4-0 Liverpool | Premier League Highlights,17,1238554,19922,848,5923,990373229,2170000,3283,2,21.5825,5,1825,181,26
Darkoo - Kryptonite (Tough Times Never Last),10,163941,14976,119,563,24961912,72100,8,2,19.00277778,5,1357,164,43
Boris Johnson takes your calls on LBC: Watch in full | Nick Ferrari | LBC,25,68147,778,314,1084,101090918,221000,2801,1,8.759166667,6,4394,2252,30
"Virtual Pub Quiz, Live! Week 15",24,157326,906,56,311,9124513,194000,94,2,20.50305556,5,102,6040,0
KARLSON - Official Trailer,20,314855,59202,172,11248,8536713,248000,19,1,14.00055556,6,217,93,18
"Elton John - Playhouse Theatre, Edinburgh, Scotland 1976",10,114458,6961,103,652,43648852,1780000,157,1,16.00277778,6,5243,7199,23
Making our backyard airbag jump twice as fun,17,606610,43158,201,2888,456169630,1980000,379,1,13.03333333,6,1982,737,10
Red Bull Protest DAS - What Happens Now? | 2020 Austrian Grand Prix,17,562977,17116,292,1761,1785830309,3730000,2685,1,21.50388889,6,5301,212,20
BOYFRIEND DOES MY MAKEUP - Princess Jasmine Style!!,22,204185,12513,87,494,3320067,208000,4,2,17.00583333,5,98,1267,22
i bought my DREAM car!!,24,416103,20470,608,2037,190685330,1090000,865,3,15.005,4,1712,849,9
kenzie feat. Sia - EXHALE (Behind The Scenes),24,330341,21979,130,715,314563169,3630000,143,2,19.00083333,5,1737,69,25
Inter 6-0 Brescia | Young and Eriksen Score as Brilliant Inter put SIX past Brescia! | Serie A TIM,17,2531153,37860,810,1779,1426572398,4710000,18947,3,20.6475,4,2804,254,41
Solskjaer Press Conference Reaction! Bellingham Transfer Blow!  Man Utd vs Bournemouth,24,136094,5426,174,473,317091681,733000,4466,1,10.30138889,6,2159,1753,25
GRIEZMANN To United? SANCHO Transfer Boost! Man Utd Transfer News,24,185768,8054,266,939,317091681,733000,4466,2,10.05361111,5,2159,1744,26
PE With Joe | Wednesday 1st July,17,361627,8148,284,409,195083158,2500000,441,3,8.643055556,4,3249,1782,0
MAN CITY 4-0 LIVERPOOL | LIVE Highlights HD & Reaction,17,168646,4427,273,86,69362118,295000,750,2,22.02111111,5,2050,9280,21
We Got Lost in the Woods? | Hannah Stocking & Juanpa Zurita,23,164233,10077,207,585,1731702448,7410000,152,2,16.00638889,5,2473,399,24
BABY NAME REVEAL!!! **IS THE ACE FAMILY NAME CHANGING?**,22,8438919,504962,14909,84413,3859206964,18900000,541,2,0.176944444,5,1637,934,12
[Hwa Sa - Intro : Nobody else + Maria] Comeback Stage | M COUNTDOWN 200702 EP.672,24,1940478,226448,2165,7851,9151629223,14200000,20393,2,11.24,5,5231,332,13
Hyper Scape: Official World Premiere Trailer | Ubisoft [NA],20,195128,4687,518,638,682157131,2020000,2947,2,18.0125,5,1860,86,38
Worst Food Crimes Taste Test,24,869720,29629,359,1980,6494561946,16400000,2480,1,10.00361111,6,4308,899,13
BOYFRIEND RATES MY PRETTYLITTLETHING OUTFITS......,22,795573,43114,258,1483,52447206,917000,57,4,18.47166667,3,1600,644,0
EVERTON 2-1 LEICESTER CITY | ANCELOTTI MASTERCLASS!,17,818836,8407,287,268,66444751,238000,2099,3,21.00638889,4,3207,132,23
When you have control over your older sibling,22,113956,9540,94,587,197758012,859000,503,2,6.004722222,5,2411,119,0
STATH (Stath Lets Flats) | CHICKEN SHOP DATE,10,50678,2820,61,226,61465045,422000,46,3,15.75027778,4,2294,346,0
KATIE PRICE: HARVEY HEALTH UPDATE,24,746279,22591,638,2729,7079692,159000,26,4,16.005,3,443,266,17
Highlights: Leeds United 1-1 Luton Town | 2019/20 EFL Championship,17,97830,657,42,292,12928096,81000,728,3,0,4,3134,179,6
I'm Sorry,22,83624,9317,215,2683,174501420,598000,2724,2,2.659166667,5,3023,791,0
B.U.G. Mafia - 8 Zile Din 7 (feat. AMI) (Prod. Tata Vlad),10,1460300,80645,1621,4749,971582490,1390000,315,4,16.93333333,3,5137,271,34
Joker TikToks Stop Please,23,2278196,193890,1584,26428,559514001,3830000,213,4,18.00472222,3,2126,1022,11
Burna Boy - Wonderful [Official Music Video],10,1222721,73880,1126,4600,423091999,1210000,49,4,23.00305556,3,904,264,20
WHEN ARE WE GETTING MARRIED?,20,1087604,64803,579,2132,2060756372,4280000,3941,4,18.20388889,3,2485,789,7
Color Maximite 2 - ARM CPU that runs BASIC!,27,208290,14232,127,1091,177785848,1140000,245,3,18.89805556,4,5093,744,0
RUBY X Florin Salam X Costi - Rapido (Official Video),10,2020547,74256,9270,4179,5992783,77100,52,4,7.002222222,3,607,170,20
Danny MacAskill - Archive - The Backwards Roll,17,122881,6584,31,195,14270916,305000,8,3,13.29194444,4,943,449,23
Arsenal 4-0 Norwich | Where Would We Be Without Aubameyang? (DT),17,253297,6738,156,1389,841976006,1170000,12564,3,19.54083333,4,2812,743,39
Reacting to OUR 1V1| J.Jones VS FRIGA ! | Here's the truth...,17,203059,14380,82,1262,7592623,182000,132,2,2.603611111,5,2574,827,10
Olive and Mabel - behind the scenes.,15,213849,10070,78,764,8159659,84200,12,4,13.18333333,3,5088,265,4
1.2 Gallon FRUIT COCKTAIL Eaten in ~5 Minutes!!,24,3459269,166778,3822,14776,2238530170,11900000,358,3,2.732222222,4,2871,395,11
Aubameyang is a magician - he will stay for many years | Arsenal 4-0 Norwich Arteta press conference,17,71129,1583,27,376,109631937,218000,5976,3,19.70388889,4,2712,484,16
DELIVERING Strangers Pizza Then Paying Their Rent,24,1309209,226127,1325,5545,177297102,2160000,117,5,16.01138889,2,3301,794,9
A Decade of Sun,28,3401793,31402,294,1403,220522938,719000,1625,10,14.00416667,4,5036,3678,2
Bruno Fernandes Does It Again! | 5 Things We Learned vs Brighton | BHA 0-3 MUN,17,109321,4441,66,407,29437915,145000,976,3,9.003333333,4,5099,655,26
"Getting Shizz Done | Book, Cleaning & Brownie Baking",22,480165,25359,340,464,866248205,4810000,565,5,16.37888889,2,2860,1966,12
When you meet a jazz demon in medieval times,23,616143,86137,240,3904,179828656,1470000,109,3,7.157777778,4,4929,192,10
Rating Every Footballer I've Met (Tier List),22,1116160,52518,882,1708,4651210,224000,19,6,17.62277778,1,2251,977,5
Tony Lopez & Sofie Dossi Speak On Their Relationship When Exclusively Spotted On Their First Date,24,617099,23682,403,1445,569406684,989000,5032,3,5.681388889,4,2339,139,36
Favored Nations - Lana Condor and Noah Centineo To All The Boys Table Read and Virtual Event,29,281159,14260,61,391,15339380,592000,15,4,20.22,3,232,3709,0
Zero Expertise Massage | James Acaster,22,230586,5112,85,123,932794,19200,5,5,16.00111111,2,23,335,18
"Real Madrid, Liverpool or Blackburn? A young Roy Keane responds to transfer rumours",17,440475,7522,96,973,10196781,48200,158,4,20.15944444,3,337,62,18
PE With Joe | Monday 29th June,17,352711,11555,369,501,195083158,2500000,441,5,8.717222222,2,3249,2455,0
KATIE PRICE: JUNIOR'S BIRTHDAY! (EMOTIONAL!),24,582783,26821,642,2129,7079692,159000,26,6,16.00361111,1,443,931,21
The Badman Rises,23,948358,85886,635,2057,110325669,1160000,117,6,19.4575,1,2632,225,13
my PARENTS RATE my plt OUTFITS !!,22,359563,21382,320,1478,29711468,335000,82,6,19.64361111,1,735,681,13
Top 10 Bundesliga Records Season 2019/20 - Powered by 442oons,17,187704,8528,137,399,684331709,2010000,5577,5,15.41305556,2,5208,234,33
i have to finally say this,24,712001,84610,6903,8530,3861725821,9910000,1798,6,19.24416667,1,3138,247,0
BOAT LIFE: Told to Leave the Island,19,642354,21694,543,1115,249578446,1440000,378,5,23.08722222,2,2079,1176,0
LIVE- TAKING A BREAK- BRB,22,31925,1872,42,476,107038735,470000,214,5,18.51222222,2,3874,637,20
After 20 years PlayStation 2 can play burned DVD's without a modchip | MVG,20,615977,25672,422,2486,65122263,453000,266,5,11.75027778,2,4572,606,20
Sublime Sterling strike seals Man City victory over Newcastle Utd | FA Cup highlights,17,114057,1864,58,200,63539388,329000,876,6,19.81694444,1,1513,195,36
True Geordie Gets Laurence Gifts For His Baby,24,97307,6419,36,225,31556540,321000,100,5,17.98611111,2,950,343,9
Maguire Scores Late Extra-Time Winner! | Norwich City 1-2 Manchester United | Emirates FA Cup 19/20,17,1422261,12647,498,1157,298769054,813000,2488,6,11.00416667,1,5027,640,18
NEW Porsche 911 Turbo S (992): Road And Track Review | Carfection 4K,2,230781,8379,82,777,190308465,831000,1064,5,12.00333333,2,2858,878,22
Korda Thinking Tackle OD 3 EP2: Danny Fairbrass Norton Disney Day Ticket | Carp Fishing 2020,17,125021,1019,67,180,45248820,164000,933,6,16.75,1,3752,4604,26
Inside a Znter lithium 9V battery.,28,155862,6868,75,757,173995517,637000,1658,5,19.44916667,2,4920,923,11
Haim - Don't Wanna (Official Video),10,486601,10536,153,698,144512621,276000,45,5,16.00333333,2,2825,168,32
Norwich City vs Manchester United | Key Moments | Quarter-Finals | Emirates FA Cup 19/20,17,1694582,19302,818,1196,298769054,813000,2488,7,19.65861111,7,5027,139,22
GENERAL KNOWLEDGE QUIZ FORFEITS ft DARKEST MAN & AJSHABEEL,24,427876,79735,233,2727,98735568,1050000,201,7,16.00166667,7,1808,656,4
Teri Gali (Official Video) Barbie Maan Ft Asim Riaz | Vee | Guru Randhawa,10,24462156,614297,55292,85335,211884930,3240000,230,6,5.503055556,1,2452,324,49
Highlights: Leeds United 3-0 Fulham | 2019/20 EFL Championship,17,158180,2107,65,290,12928096,81000,728,6,0.000833333,1,3134,255,6
Tested brutally! Bicycle smartphone handlebar mounts,17,624533,36801,452,3274,21132379,456000,27,6,15.00027778,1,204,818,7
When It Rains (If It's Not With You),10,226768,35104,103,1493,251105388,1920000,147,6,17.53361111,1,3435,113,11
4 Levels of Fish & Chips: Amateur to Food Scientist | Epicurious,24,871570,20395,503,3425,746368476,2850000,1241,5,16.00055556,2,4658,1300,25
Sheffield United vs Arsenal | Key Moments | Quarter-Finals | Emirates FA Cup 19/20,17,943839,10012,834,866,298769054,813000,2488,6,14.70027778,1,5027,117,21
TANKFEST Online | The Tank Museum,27,91873,4034,48,174,45293843,276000,288,6,17.25277778,1,4110,11495,0
Eurovision Song-Along (Official) - Iconic Contestants Join The Party,24,1082852,23978,596,3966,327872651,1000000,1796,7,8,7,2178,230,19
POP SMOKE - GOT IT ON ME (OFFICIAL VIDEO),10,3599869,391390,4194,24299,496665041,1390000,46,1,4.030555556,6,599,167,6
When you're trying NOT to look dumb in front of your smart friend.,23,936965,160626,343,8394,493109476,3080000,169,0,0.586944444,7,3407,215,0
Bad Bitch From Tokyo (Intro),10,1243446,32451,1174,2547,72107591,1120,131,1,4.072777778,6,522,49,3
Disturbing details reveal what happened to Vanessa Guillen the night she disappeared from Fort Hood,25,748976,10927,752,5199,95725034,134000,27761,1,3.192777778,6,2168,158,11
Captain America Arrives | Fortnite,20,3063191,156919,7553,17242,1269751560,9170000,385,1,0.001388889,6,2360,40,10
AUSTRALIA'S BIGGEST PUMPKIN Vs. GIANT AXE from 45m Tower!,17,460013,38774,457,5495,942441131,5880000,286,1,22.00194444,6,3951,1110,21
An American Pickle | Official Trailer | HBO Max,24,1488985,3926,179,269,34868685,117000,57,1,17.06166667,6,367,162,18
Dixie D'Amelio - Be Happy (Official Video),22,15145928,1636533,106111,156175,32833550,1850000,4,3,17.0025,4,2341,199,18
Aim For The Moon,10,703861,31386,369,2141,72107591,1120,131,1,4.073055556,6,522,176,5
Gucci Mane - Who Is Him (feat. Pooh Shiesty),10,599160,29618,979,1557,1916287816,3890000,260,1,4.001666667,6,3921,193,33
